Words,Reading,Meaning
跳ぶ,とぶ,"to jump, to fly, to leap"
呼ぶ,よぶ,"to call out, to invite"
編む,あむ,to knit
産む,うむ,"to give birth, to deliver, to produce "
噛む,かむ,"to bite, to chew"
組む,くむ,to put together
汲む,くむ,"to draw (water), to dip, to scoop, to pump"
酌む,くむ,to serve sake
込む,こむ,to include
混む,こむ,to be crowded
住む,すむ,to live in
済む,すむ,to finish
澄む,すむ,"to clear (e.g. weather), to become transparent"
積む,つむ,"to pile up, to stack"
富む,とむ,"to be rich, to become rich"
飲む,のむ,to drink
踏む,ふむ,to step on
揉む,もむ,"to rub, to crumple (up), to wrinkle "
止む,やむ,to stop
病む,やむ,"to fall ill, to be ill"
有る,ある,"to be, to have(used for inanimate objects)"
在る,ある,"to live, to be"
居る,いる,"to be, to have (used for people and animals)"
要る,いる,to need
煎る,いる,"to parch, to fry"
炒る,いる,"to roast, to parch, to toast, to boil down​"
入る,いる,"to get in, to go in, to come in, to flow into, to set, to set in "
売る,うる,to sell
得る,うる,"to get, to gain, to win"
得る,える,"to get, to gain, to win"
折る,おる,to break or to fold
居る,おる,"to be (animate), to be, to exist "
織る,おる,to weave
刈る,かる,"to cut (hair), to mow (grass), to harvest"
来る,くる,to come
蹴る,ける,to kick
去る,さる,"to leave, to go away"
為る,する,to do
為す,なす,to print
剃る,する,to shave
剃る,そる,to shave
散る,ちる,"to fall, to scatter (e.g.blossoms)"
釣る,つる,to fish
吊る,つる,to hang
照る,てる,to shine
取る,とる,to take something
撮る,とる,to take a photo or record a film 
採る,とる,"to adopt (measure, proposal), to pick (fruit)"
捕る,とる,"to take, to catch (fish), to capture "
鳴る,なる,to sound
為る,なる,"to change, to be of use, to reach to "
成る,なる,to become
生る,なる,to bear fruit
似る,にる,to be similar
煮る,にる,"to boil, to cook, to simmer, to stew"
塗る,ぬる,"to paint, to colour, to plaster "
寝る,ねる,"to go to bed, to sleep"
練る,ねる,"to knead, to work over, to polish up "
乗る,のる,"to get on, to ride"
載る,のる,"to appear (in print), to be recorded "
貼る,はる,to stick
張る,はる,"to stick, to paste, to affix"
降る,ふる,"to fall, e.g. rain or snow"
振る,ふる,"to wave, to shake, to swing, to sprinkle, to cast (actor), to allocate (work)"
減る,へる,"to decrease (in size or number), to diminish, to abate "
経る,へる,"to pass, to elapse, to experience "
掘る,ほる,"to dig, to excavate"
彫る,ほる,"to carve, to engrave, to sculpture, to chisel"
観る,みる,"to see, to watch"
見る,みる,"to see, to watch"
診る,みる,to examine (medical)
盛る,もる,"to serve (food, etc.), to fill up, to prescribe "
漏る,もる,"to leak, to run out"
寄る,よる,to visit
因る,よる,"to be based on, to come from, to be due to, be caused by, to depend on"
遣る,やる,"to do, to have sexual intercourse, to kill, to give inferiors animals etc.), to dispatch"
割る,わる,"to divide, to cut, to break, to halve "
覆う,おおう,"to cover, to hide, to conceal, to wrap, to disguise "
匂う,におう,"to be fragrant, to smell, to stink "
誓う,ちかう,"to swear, to vow, to take an oath, to pledge "
使う,つかう,to use
違う,ちがう,to differ
願う,ねがう,"to desire, to wish, to request "
救う,すくう,"to rescue from, to help out of "
掬う,すくう,"to scoop, to ladle out"
襲う,おそう,to attack
誘う,さそう,"to invite, to ask, to tempt, to lure, to induce"
歌う,うたう,to sing
慕う,したう,"to yearn for, to miss, to adore, to love dearly "
雇う,やとう,"to employ, to hire"
叶う,かなう,to come true (wish)
担う,になう,"to carry on shoulder, to bear (burden), to shoulder (gun) "
奪う,うばう,to snatch away
構う,かまう,"to mind, to care about, to be concerned about "
給う,たまう,"to receive, to grant"
思う,おもう,"to think, to feel"
通う,かよう,to commute
洗う,あらう,to wash
嫌う,きらう,"to hate, to dislike, to loathe "
拐う,さらう,"to carry off, to run away with, to kidnap, to abduct"
習う,ならう,to learn
倣う,ならう,"to imitate, to follow, to emulate"
狙う,ねらう,to aim at
払う,はらう,to pay
貰う,もらう,to receive
笑う,わらう,"to laugh, to smile"
狂う,くるう,"to go mad, to get out of order "
揃う,そろう,"to become complete, to be equal, to be all present, to gather"
拾う,ひろう,"o pick up, to gather"
祝う,いわう,"to congratulate, to celebrate "
扇ぐ,あおぐ,"to fan, to flap"
仰ぐ,あおぐ,"to look up (to), to respect, to depend on, to ask for, to eek, to revere, to drink, to take "
描く,えがく,"to draw, to paint, to sketch, to depict, to describe "
磨く,みがく,"to brush teeth, to polish"
嘆く,なげく,"to sigh, to lament, to grieve "
動く,うごく,to move
塞ぐ,ふさぐ,"to stop up, to close up, to block (up)"
築く,きずく,"to build, to pile up, to amass "
濯ぐ,すすぐ,"to rinse, to wash out"
弾く,はじく,"to flip, to snap"
稼ぐ,かせぐ,"to earn income, to labor "
防ぐ,ふせぐ,"to defend (against), to protect, to prevent"
急ぐ,いそぐ,to hurry
注ぐ,そそぐ,"to pour (into), to irrigate, to pay, to fill, to feed (e.g. a fire) "
除く,のぞく,"to remove, to exclude, to except "
覗く,のぞく,"to peep in, to look in, to peek in, to stick out"
叩く,たたく,"to strike, to clap, to dust, to beat "
砕く,くだく,"to break, to smash"
跨ぐ,またぐ,to straddle
突く,つつく,"1. to thrust, to strike, to attack2. to poke, to nudge, to pick at "
懐く,なつく,to become emotionally attached 
続く,つづく,to be continued
担ぐ,かつぐ,"to shoulder, to carry on shoulder "
届く,とどく,to reach
解く,ほどく,to unfasten
繋ぐ,つなぐ,"to tie, to fasten, to connect, to transfer (phone call) "
招く,まねく,to invite
凌ぐ,しのぐ,"to outdo, to surpass, to endure, to keep out (rain), to stave off, to tide over, to pull through, to defy"
裁く,さばく,to judge
響く,ひびく,to resound
省く,はぶく,"to omit, to eliminate, to curtail, to economize "
背く,そむく,"to run counter to, to go against, to disobey, to infringe "
泳ぐ,およぐ,to swim
乾く,かわく,to get dry
渇く,かわく,to be thirsty
騒ぐ,さわぐ,"to make noise, to be excited "
開く,ひらく,to open an event
歩く,あるく,to walk
返す,かえす,to return something
帰す,かえす,to send back
倒す,たおす,"to throw down, to beat, to bring down, to blow down "
通す,とおす,"to let pass, to overlook, to continue "
直す,なおす,"to fix, to repair"
治す,なおす,"to cure, to heal, to fix, to correct, to repair "
犯す,おかす,"to commit, to perpetrate, to violate, to rape "
侵す,おかす,"to invade, to raid, to trespass, to violate, to intrude on "
任す,まかす,"to entrust, to leave to a person "
汚す,けがす,"to disgrace, to dishonour "
探す,さがす,to look for
捜す,さがす,"to search, to seek, to look for "
流す,ながす,"to drain, to float, to shed (blood, tears), to cruise (e.g. taxi)"
逃す,のがす,"to let loose, to set free, to let escape "
隠す,かくす,"to hide, to conceal"
訳す,やくす,to translate
略す,りゃくす,to abbreviate
起す,おこす,to wake
残す,のこす,"to leave (behind, over), to bequeath, to save, to reserve "
汚す,よごす,"(1) to disgrace, to dishonour,(2) to pollute, to contaminate, to soil, to make dirty, to stain "
崩す,くずす,"to destroy, to pull down, to make change (money)"
外す,はずす,"to unfasten, to remove"
浸す,ひたす,"to soak, to dip, to drench"
渡す,わたす,to hand over
乱す,みだす,"to throw out of order, to disarrange, to disturb"
写す,うつす,to copy or photograph
移す,うつす,"to remove, to transfer, to infect"
映す,うつす,"to project, to reflect, to cast (shadow)"
落す,おとす,to drop
脅す,おどす,"to threaten, to menace"
戻す,もどす,"to restore, to put back, to return"
貶す,けなす,to speak ill of
話す,はなす,to speak
離す,はなす,"to part, divide, separate"
放す,はなす,"to separate, to set free"
潰す,つぶす,"to smash, to waste"
零す,こぼす,to spill
騙す,だます,"to trick, to cheat, to deceive"
示す,しめす,"to denote, to show, to point out, to indicate"
試す,ためす,"to attempt, to test"
記す,しるす,"to note, to write down"
吊す,つるす,to hang
許す,ゆるす,"to permit, to allow, to approve, to forgive"
下す,おろす,"to lower, to let go down"
卸す,おろす,"to sell wholesale, grated (vegetables)"
殺す,ころす,to kill
壊す,こわす,to break
回す,まわす,"to turn, to revolve"
育つ,そだつ,"to raise (child), to be brought up, to grow (up)"
保つ,たもつ,"to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure"
浮ぶ,うかぶ,"to float, to rise to surface, to come to mind"
叫ぶ,さけぶ,"to shout, to cry"
運ぶ,はこぶ,to transport
結ぶ,むすぶ,"to tie, to bind, to link"
遊ぶ,あそぶ,"to play, to make a visit"
学ぶ,まなぶ,"to study (in depth), to learn, to take lessons in"
及ぶ,およぶ,"to reach, to come up to, to amount to, to befall, to happen to, to extend, to match, to equal"
選ぶ,えらぶ,to choose
並ぶ,ならぶ,"to line up, to stand in a line"
転ぶ,ころぶ,"to fall down, to fall over"
掴む,つかむ,"to seize, to catch, to grasp"
歪む,いがむ,"to warp, to swerve, to deflect, to be crooked, to be distorted, to be bent, to incline, to slant"
拝む,おがむ,"to worship, to beg, to make a supplication"
含む,ふくむ,"to hold in the mouth, to bear in mind"
恵む,めぐむ,"to bless, to show mercy to"
励む,はげむ,"to be zealous, to brace oneself, to endeavour, to strive, to make an effort "
囲む,かこむ,"to surround, to encircle"
凹む,へこむ,"to be dented, to be indented, to yield to, to give, to sink, to collapse,, to cave in, to be snubbed"
嵩む,かさむ,"to pile up, to increase"
憎む,にくむ,"to hate, to detest"
挟む,はさむ,"to interpose, to hold between, to insert"
刻む,きざむ,"to mince, to carve, to engrave"
惜しむ,おしむ,"to be frugal, to value, to regret"
軋む,きしむ,"to jar, to creak, to grate"
滲む,にじむ,"to run, to blur, to spread, to blot, to ooze"
霞む,かすむ,"to grow hazy, to be misty"
進む,すすむ,to make progress
盗む,ぬすむ,to steal
休む,やすむ,to rest
沈む,しずむ,"to sink, to feel depressed"
涼む,すずむ,"to cool oneself, to cool off, to enjoy evening cool"
弾む,はずむ,"to spring, to bound, to bounce, to be stimulated, to be encourage, to get lively, to treat oneself to"
望む,のぞむ,"to desire, to wish for, to see, to command (a view of)"
臨む,のぞむ,"to look out on, to face, to deal with, to attend (function)"
痛む,いたむ,"to hurt, to feel a pain, to be injured"
畳む,たたむ,to fold (clothes)
妬む,ねたむ,"to be jealous, to be envious"
縮む,ちぢむ,"to shrink, to be contracted"
包む,つつむ,to wrap
挑む,いどむ,"to challenge, to contend for, to make love to"
好む,このむ,"to like, to prefer"
頼む,たのむ,to ask (a favour)
阻む,はばむ,"to keep someone from doing, to stop, to prevent, to check, to hinder, to obstruct, to oppose, to thwart "
萎む,しぼむ,"to wither, to fade (away), to shrivel, to wilt"
摘む,つまむ,"to pinch, to hold, to pick up"
悩む,なやむ,"to be worried, to be troubled"
歩む,あゆむ,"to walk, to go on foot"
恨む,うらむ,"to curse, to feel bitter"
絡む,からむ,"to entangle, to entwine"
睨む,にらむ,"to glare at, to scowl at, to keep an eye on"
弛む,たるむ,"to slacken, to loosen, to relax"
緩む,ゆるむ,"to become loose, to slacken "
入る,はいる,"to enter, to contain"
放る,ほうる,to let go
帰る,かえる,to go back
反る,かえる,"to warp, to be warped, to curve"
返る,かえる,"to return, to come back, to go back"
凍る,こおる,"to freeze, to be frozen over, to congeal"
通る,とおる,to go through
直る,なおる,"to be fixed, to be repaired"
治る,なおる,"to be cured, to heal"
怒る,いかる,"to get angry, to be angry"
罹る,かかる,to suffer from
盛る,さかる,"to prosper, to flourish, to copulate (animals)"
叱る,しかる,to scold
計る,はかる,"to measure, to weigh, to survey"
量る,はかる,"to measure, to weigh, to survey"
測る,はかる,"to measure, to weigh, to survey"
諮る,はかる,"to consult with, to confer"
図る,はかる,"to plot, to attempt, to plan, to take in, to deceive, to devise, to design"
光る,ひかる,"to shine, to glitter"
上る,あがる,to rise
尖る,とがる,"to taper to a point, to become sharp, to be sour, to look displeased (vi)"
限る,かぎる,"to restrict, to limit, to confine"
契る,ちぎる,"to pledge, to promise, to swear "
握る,にぎる,"to grasp, to hold a (thing) in one’s hand, grip"
送る,おくる,to send
贈る,おくる,"to send, to give to, to award to, to confer on"
作る,つくる,to make
造る,つくる,"to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org "
潜る,くぐる,"to drive, to pass through, to evade, to hide, to dive (into or under water), to go underground"
探る,さぐる,"to search, to look for, to sound out "
殴る,なぐる,"to strike, to hit"
巡る,めぐる,to go around
潜る,もぐる,"to drive, to pass through, to evade, to hide, to dive (into or under water), to go underground"
茂る,しげる,"to grow thick, to luxuriate, to be luxurious"
怒る,おこる,"to get angry, to be angry "
残る,のこる,to remain
誇る,ほこる,"to boast of, to be proud of"
傲る,おごる,to be proud
凝る,こごる,"to congeal, to freeze"
濁る,にごる,"to become muddy, to get impure "
腐る,くさる,"to rot, to go bad"
勝る,まさる,"to excel, to surpass, to outrival "
飾る,かざる,to decorate
走る,はしる,to run
毟る,むしる,"to pluck, to pick, to tear "
弄る,いじる,"to touch, to tamper with"
噛る,かじる,"to chew, to bite (at), to gnaw, to nibble, to munch, to crunch"
詰る,なじる,"to rebuke, to scold, to tell off"
捩る,ねじる,to twist
擦る,かする,"to touch lightly, to take a percentage (from)"
擦る,こする,"to rub, to chafe, to file, to frost (glass), to strike (match)"
削る,けずる,"to cut down little by little, to take percentage"
譲る,ゆずる,"to turn over, to assign, to hand over"
焦る,あせる,"to be in a hurry, to be impatient"
至る,いたる,"to come, to arrive"
語る,かたる,"to talk, to tell, to recite"
来る,きたる,"to come, to arrive, to due to, to be next, to be forthcoming"
渡る,わたる,to go across
下る,くだる,"to get down, to descend"
移る,うつる,to move house or transfer
写る,うつる,"to be photographed, to be projected"
映る,うつる,"to be reflected, to harmonise with, to come out (photo)"
祭る,まつる,"to deify, to enshrine"
劣る,おとる,"to fall behind, to be inferior to"
悟る,さとる,"to attain enlightenment, to perceive, to understand, to discern"
太る,ふとる,to become fat
踊る,おどる,to dance
辿る,たどる,"to follow (road), to pursue (course), to follow up"
戻る,もどる,to turn back
唸る,うなる,"to groan, to moan, to roar, to howl, to growl, to hum, to buzz, to sough "
抓る,つねる,to pinch
捻る,ひねる,"to turn (a switch) on or off, to twist, to puzzle over"
祈る,いのる,to pray
募る,つのる,"to invite, to solicit help participation etc "
実る,みのる,"to bear fruit, to ripen"
配る,くばる,"to distribute, to deliver"
縛る,しばる,"to tie, to bind"
粘る,ねばる,"to be sticky, to be adhesive, to persevere, to persist, to stick to "
炙る,あぶる,to scorch
被る,かぶる,"to put on , wear, cover (one’s) head"
瞑る,つぶる,to close the eyes
破る,やぶる,"o tear, to violate, to defeat, to smash, to destroy"
滑る,すべる,"to slide, to slip"
絞る,しぼる,"to press, to wring, to squeeze "
登る,のぼる,to climb
昇る,のぼる,"to arise, to ascend, to go up"
上る,のぼる,"to ascend, to go up, to climb"
余る,あまる,"to remain, to be left over, to be in excess, to be too many"
困る,こまる,to be worried
迫る,せまる,"to draw near, to press"
黙る,だまる,to be silent
鈍る,なまる,"to become less capable, to grow dull, to become blunt, to weaken"
煙る,けむる,to smoke (e.g. fire)
眠る,ねむる,to sleep
湿る,しめる,"to be wet, to become wet, to be dump"
篭る,こもる,"to seclude oneself, to be confined in, to be implied, to be stuffy"
守る,まもる,"to protect, to obey, to guard, to abide (by the rules)"
曇る,くもる,"to become cloudy, to become dim"
頼る,たよる,"to rely on, to have recourse to, to depend on "
触る,さわる,to touch
障る,さわる,"to hinder, to interfere with, to affect, to do one harm, to be harmful to"
座る,すわる,to sit
回る,まわる,to go around
弱る,よわる,"to weaken, to be troubled, to be downcast, to be emaciated, to be dejected, to be perplexed, to impair"
すれ違う,すれちがう,"to pass by one another, to disagree, to miss each other"
あざ笑う,あざわらう,"to sneer at, to ridicule "
潤う,うるおう,"to be moist, to be damp, to get wet, to profit by, to be watered, to receive benefits, to favor, to charm "
戦う,たたかう,"to fight, to battle, to combat"
扱う,あつかう,"to handle, to deal with, to treat"
疑う,うたがう,"to doubt, to distrust, to be suspicious of, to suspect "
従う,したがう,"o abide (by the rules), to obey, to follow, to accompany"
争う,あらそう,"to dispute, to argue, to be at variance, to compete"
賄う,まかなう,"to give board to, to provide meals, to pay"
補う,おぎなう,to compensate for
行う,おこなう,to do
失う,うしなう,"to lose, to part with"
養う,やしなう,"to rear, to maintain, to cultivate"
伴う,ともなう,"to accompany, to bring with, to be accompanied by, to be involved in"
占う,うらなう,"to forecast, to predict"
整う,ととのう,"to be prepared, to be in order, to be put in order, to be arranged"
敬う,うやまう,"to show respect, to honour"
漂う,ただよう,"to drift about, to float, to hang in air"
繕う,つくろう,"to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim "
躓く,つまずく,"to stumble, to trip"
退く,しりぞく,"to retreat, to recede, to withdraw"
頂く,いただく,"to receive, to take food or drink"
貫く,つらぬく,to go through
導く,みちびく,"to be guided, to be shown"
傾く,かたぶく,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to"
欺く,あざむく,to deceive
赴く,おもむく,"to go, to proceed, to repair to, to become"
傾く,かたむく,"to incline toward, to slant, to lurch "
輝く,かがやく,"to shine, to glitter, to sparkle"
囁く,ささやく,"to whisper, to murmur "
呟く,つぶやく,"to mutter, to murmur"
働く,はたらく,to work
驚く,おどろく,to be surprised
催す,もよおす,"to hold (a meeting), to give (a dinner), to feel, to show signs of, to develop symptoms of, to feel (sick)"
促す,うながす,"to urge, to press, to suggest, to demand, to stimulate, to quicken, to incite, to invite (attention to)"
施す,ほどこす,"to donate, to give, to conduct, to apply, to perform"
表す,あらわす,"to express, to show, to reveal"
現す,あらわす,"to show, to indicate, to display"
著す,あらわす,"to write, to publish"
耕す,たがやす,"to till, to plow, to cultivate "
楽む,たのしむ,to enjoy oneself 
慎む,つつしむ,"to be careful, to be chaste or discreet, to abstain or refrain"
営む,いとなむ,"to carry on (e.g. in ceremony), to run a business"
羨む,うらやむ,to envy
喜ぶ,よろこぶ,to be delighted
尊ぶ,たっとぶ,"to value, to prize, to esteem"
遮る,さえぎる,"to interrupt, to intercept, to obstruct"
罵る,ののしる,"to speak ill of, to abuse"
囀る,さえずる,"to sing, to chirp, to twitter"
怠る,おこたる,"to neglect, to be off guard, to be feeling better"
操る,あやつる,"to manipulate, to operate, to pull strings"
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance"
喋る,しゃべる,"to talk, to chat, to chatter "
謝る,あやまる,to apologize
誤る,あやまる,to make a mistake
葬る,ほうむる,"to bury, to inter, to entomb, to consign to oblivion, to shelve "
偏る,かたよる,"to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased"
労る,いたわる,"to pity, to sympathize with, to console, to care for, to be kind to"
断る,ことわる,"to refuse, to decline, to dismiss"
賜る,たまわる,"to grant, to bestow"
覆す,くつがえす,"to overturn, to upset, to overthrow, to undermine"
志す,こころざす,"to plan, to intend, to aspire to, to set aims (sights on)"
蘇る,よみがえる,"to be resurrected, to be revived, to be resuscitated, to be rehabilitated"
滞る,とどこおる,"to stagnate, to be delayed"
謙る,へりくだる,to deprecate oneself and praise the listener
奉る,たてまつる,"to offer, to present, to revere, to do respectfully"
司る,つかさどる,"to rule, to govern, to administer"
遡る,さかのぼる,"to go back, to go upstream, to make retroactive"
向かう,むかう,to face
揺らぐ,ゆらぐ,"to swing, to sway, to shake, to tremble"
基づく,もとづく,"to be grounded on, to be based on, to be due to, to originate from "
明かす,あかす,"to pass, spend, to reveal, to divulge"
生かす,いかす,"to revive, to resuscitate, to make use of"
急かす,せかす,"to hurry, to urge on"
溶かす,とかす,"to melt, to dissolve"
抜かす,ぬかす,"to omit, to leave out"
負かす,まかす,to defeat
沸かす,わかす,"to boil, to heat"
焦がす,こがす,"to burn, to scorch, to singe, to char"
逃がす,にがす,"to let loose, to set free, to let escape"
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach"
尽くす,つくす,"to exhaust, to run out, to serve (a person), to befriend"
無くす,なくす,to lose something
亡くす,なくす,to lose someone
起こす,おこす,"to raise, to cause, to wake someone"
寄こす,よこす,"to send, to forward"
過ごす,すごす,"to pass, to spend, to go through, to tide over"
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill"
落とす,おとす,"to drop, to lose, to let fall "
飛ばす,とばす,"to skip over, to omit"
伸ばす,のばす,"to lengthen, to stretch, to reach out, to grow (beard)"
延ばす,のばす,"to lengthen, to stretch, to reach out, to grow (beard)"
覚ます,さます,to awaken
冷ます,さます,"to cool, to dampen, to let cool"
済ます,すます,"to finish, to get it over with, to settle, to conclude, to pay back"
澄ます,すます,"to clear, to make clear, to be unruffled, to look unconcerned, to look demure, look prim, put on airs"
生やす,はやす,"to grow, to cultivate, to wear beard"
冷やす,ひやす,"to cool, to refrigerate"
増やす,ふやす,"to increase, to add to, to augment "
殖やす,ふやす,"to increase, to add to, to augment "
燃やす,もやす,to burn
荒らす,あらす,"to lay waste, to devastate, to damage, to invade, to break into "
暮らす,くらす,"to live, to get along"
逸らす,そらす,"to turn away, to avert "
散らす,ちらす,"to scatter, to disperse, to distribute"
照らす,てらす,"to shine on, to illuminate"
鳴らす,ならす,"to ring, to sound, to chime, to beat, to snort (nose)"
慣らす,ならす,to accustom
馴らす,ならす,"to domesticate, to tame"
濡らす,ぬらす,"to wet, to soak, to dip"
減らす,へらす,"to abate, to decrease, to diminish, to shorten "
漏らす,もらす,"to let leak, to reveal"
ずらす,ずらす,"to put off, to delay"
降ろす,おろす,"to take down, to launch, to drop "
合わす,あわす,"to join together, to face, to unite, to be opposite, to combine, to connect"
交わす,かわす,"to exchange (messages), to dodge, to parry, to avoid, to turn aside"
浮かぶ,うかぶ,"to float, to rise to surface, to come to mind"
悔やむ,くやむ,to mourn
老いる,おいる,"to age, to grow old"
強いる,しいる,"to force, to compel, to coerce"
植える,うえる,"to plant, to grow"
飢える,うえる,to starve
終える,おえる,to finish
変える,かえる,to change
替える,かえる,"to exchange, to interchange, to substitute, to replace"
換える,かえる,"to exchange, to interchange, to substitute, to replace"
代える,かえる,"to exchange, to interchange, to substitute, to replace"
消える,きえる,to disappear
越える,こえる,"to exceed, to cross over, to cross "
超える,こえる,"to exceed, to cross over, to cross "
冴える,さえる,"to be clear, to br serene, to be cold, to be skillful"
据える,すえる,"to set (table), to lay (foundation), to place (gun), to apply (moxa)"
添える,そえる,"to add to, to attach, to append, to accompany, to garnish, to imitate, to annex"
耐える,たえる,"to bear, to endure"
絶える,たえる,"to die out, to peter out, to become extinct "
堪える,たえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for"
煮える,にえる,"to boil, to cook, to be cooked"
生える,はえる,"to grow, to spring up, to cut (teeth)"
映える,はえる,"to shine, to look attractive, to look pretty"
冷える,ひえる,to grow cold
増える,ふえる,to increase
殖える,ふえる,"to increase, to multiply"
吠える,ほえる,"to bark, to bay, to howl, to bellow, to roar, to cry"
見える,みえる,to be in sight
燃える,もえる,"to burn, to get fired up"
受かる,うかる,to pass (examination)
掛かる,かかる,"to take (e.g. time, only, etc), to hang"
分かる,わかる,to be understood
上がる,あがる,"to enter, to go up, to rise, to climb up, to advance, to appreciate, to be promoted, to improve "
下がる,さがる,"to hang down, to abate, to retire, to fall, to step back"
曲がる,まがる,"to turn, to bend"
飽きる,あきる,"to get tired of, to lose interest in, to have enough"
生きる,いきる,to live
起きる,おきる,to get up
尽きる,つきる,"to be used up, to be　run out, to be exhausted, to be consumed, to come to an end "
過ぎる,すぎる,to exceed
開ける,あける,to open
明ける,あける,"to dawn, to become　daylight"
活ける,いける,to arrange (flowers)
受ける,うける,to take a lesson or test
掛ける,かける,to hang something
欠ける,かける,to be lacking
駆ける,かける,"to run (race esp. horse), to gallop, to canter "
賭ける,かける,"to wager, to bet, to risk, to stake, to gamble "
避ける,さける,"to avoid (physical contact), o ward off, to avert "
裂ける,さける,"to split, to tear, to burst"
漬ける,つける,"to soak, to pickle "
付ける,つける,"to attach, to join, to add, to append"
着ける,つける,"to attach, to join, to add, to append"
点ける,つける,"to turn on, to switch on, to light up"
浸ける,つける,"to dip, to soak"
解ける,とける,"to come untied, to come apart"
溶ける,とける,"to melt, to thaw, to fuse, to dissolve"
退ける,どける,"to remove, to take away, to dislodge, to put something out of the way"
抜ける,ぬける,"to come out, to fall out, to be omitted"
化ける,ばける,"o appear in disguise, to take the form of, to change for the worse"
更ける,ふける,"to get late, to advance, to wear on"
老ける,ふける,to age
負ける,まける,to lose
向ける,むける,"to turn towards, to point"
焼ける,やける,"to burn, to be roasted"
分ける,わける,"to divide, to separate"
上げる,あげる,to give
揚げる,あげる,"to lift, to fry"
挙げる,あげる,"to raise, to fly"
焦げる,こげる,"to burn, to be burned"
下げる,さげる,"to hang, to lower, to move back"
告げる,つげる,to inform
遂げる,とげる,"to accomplish, to achieve, to carry out"
投げる,なげる,to throw or cast away 
逃げる,にげる,to escape
剥げる,はげる,"to come off, to be worn off, to fade, to discolor"
曲げる,まげる,"to bend, to crook, to lean"
起こる,おこる,"to occur, to happen"
刺さる,ささる,"to stick, to be stuck"
為さる,なさる,to do
混ざる,まざる,"to associate with, to mingle with, to join"
交ざる,まざる,"to be mixed, to be blended with, to associate with, to mingle with, to join"
閉じる,とじる,"to close (e.g. book, eyes), to shut "
綴じる,とじる,"to bind, to file"
恥じる,はじる,to feel ashamed
混じる,まじる,"to be mixed, to be blended with, to associate with "
交じる,まじる,"to be mixed, to be blended with, to associate with"
化する,かする,"to change into, to convert into, to transform, to be"
着せる,きせる,"to put clothes on (someone), to dress, to clothe, to cover, to coat"
乗せる,のせる,"to take on board, to give a ride "
載せる,のせる,"to place on (something), to take on board. to give a ride"
見せる,みせる,to show
痩せる,やせる,to become thin
寄せる,よせる,"to collect, to gather, to add, to put aside "
混ぜる,まぜる,"to mix, to stir"
交ぜる,まぜる,"to be mixed, to be blended with "
当たる,あたる,"to be hit, to be successful, to be equivalent to"
落ちる,おちる,to fall or drop
落ちる,おちる,"to fail (e.g. exam), to fall down, to drop"
朽ちる,くちる,to rot
満ちる,みちる,"to be full, to rise (tide), to mature, to expire"
当てる,あてる,"to hit, to apply a patch"
宛てる,あてる,to address
捨てる,すてる,to throw away 
立てる,たてる,to stand something up
建てる,たてる,to build
果てる,はてる,"to end, to be finished, to be exhausted, to die, to perish"
持てる,もてる,"to be able to possess s (hold, get, etc.), to be well liked, to be popular, to endure"
撫でる,なでる,"to brush gently, to stroke"
茹でる,ゆでる,to boil 
兼ねる,かねる,"to hold (position), to serve, to be unable"
跳ねる,はねる,"to jump, to leap"
浴びる,あびる,"to bathe, to bask in he sun, to shower "
帯びる,おびる,"to wear (sword, decoration, etc.), to carry, to be entrusted (e.g. with a mission), to take on"
錆びる,さびる,"to rust, to become rusty"
伸びる,のびる,"to stretch, to extend, to make progress, to grow (beard, body height) "
延びる,のびる,to be prolonged
詫びる,わびる,to apologize
食べる,たべる,to eat
述べる,のべる,"to state, to express, to mention "
決まる,きまる,"to be decided, to be settled, to look good in (clothes)"
閉まる,しまる,"to close, to be closed"
染まる,そまる,to dye
溜まる,たまる,"to collect, to gather, to save"
詰まる,つまる,"to be blocked, to be packed"
止まる,とまる,to come to a halt
泊まる,とまる,to lodge at
留まる,とまる,"to be fixed, to abide, to stay"
填まる,はまる,"to get into, to go into, to fit, to be fit for, to suit, to fall into, to plunge into, to be deceived, to be"
染みる,しみる,"to pierce, to permeate"
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)"
決める,きめる,to decide
込める,こめる,"to include, to put into"
覚める,さめる,"to wake, to wake up"
冷める,さめる,"to become cool, to wear off, to abate, to subside"
閉める,しめる,to close something
締める,しめる,to tie
占める,しめる,"to comprise, to account for, to make up, to hold, to occupy "
責める,せめる,"to condemn, to blame, to criticize"
攻める,せめる,"to attack, to assault"
染める,そめる,"to dye, to colour"
溜める,ためる,"to amass, to accumulate"
詰める,つめる,"to pack, to shorten, to work out (details)"
留める,とめる,"to fasten, to turn off, to detain "
